"研究課題名","研究課題名 (英文)","研究課題/領域番号","研究期間 (年度)","研究代表者","研究分担者","連携研究者","研究協力者","特別研究員","外国人特別研究員","受入研究者","キーワード","研究分野","審査区分","研究種目","研究機関","応募区分","総配分額","総配分額 (直接経費)","総配分額 (間接経費)","各年度配分額","各年度配分額 (直接経費)","各年度配分額 (間接経費)","現在までの達成度 (区分コード)","現在までの達成度 (区分)","理由","研究開始時の研究の概要","研究概要","研究概要 (英文)","研究成果の概要","研究成果の概要 (英文)","研究実績の概要","現在までの達成度 (段落)","今後の研究の推進方策","次年度の研究費の使用計画","次年度使用額が生じた理由","次年度使用額の使用計画","自由記述の分野","評価記号","備考","国際共同研究","学会・シンポジウム開催","雑誌論文","雑誌論文 (国際共著)","雑誌論文 (査読あり)","雑誌論文 (オープンアクセス)","学会発表","学会発表 (国際学会)","学会発表 (招待講演)","図書","プレス/新聞発表","","産業財産権","産業財産権 (外国)","文献書誌"
"地域資源としての〈景観〉の保全および活用に関する民俗学的研究","Folkloristic Research on Conservation and Management of Landscape as Local Resource","17320138","2005 – 2007","岩本 通弥 東京大学, 大学院・総合文化研究科, 教授 (60192506)","高木 博志 京都大学, 人文科学研究所, 准教授 (30202146)
淺野 敏久 広島大学, 大学院・総合科学研究科, 准教授 (00284125)
菊地 暁 京都大学, 人文科学研究所, 助教 (80314277)
青木 隆浩 国立歴史民俗博物館, 研究部, 助教 (70353373)
才津 祐美子 福岡工業大学, 社会環境学部, 准教授 (40412613)
足立 重和 愛知教育大学, 教育学部, 助教授 (80293736)
中村 淳 東京大学, 大学院総合文化研究科, 助手 (10292715)","","","","","","景観 / 地域資源 / 保全と活用 / 民俗学 / 人文地理学 / 社会学 / 歴史学 / 資源化 / 地理学 / 保存と活用","文化人類学・民俗学 / 文化人類学 / 人文学 / 人文社会系","","基盤研究(B)","東京大学","一般","16390000","15100000","1290000","2005:6300000 2006:4500000 2007:5590000","2005:6300000 2006:4500000 2007:4300000","2005:0 2006:0 2007:1290000","","","","","本研究では、景観が地域資源として利活用される事例として、国選定重要文化的景観や世界文化遺産への登録運動、および、農林水産業や鉱工業によって形成される景観の保全活用運動を主な対象として、国内に加えて韓国を含む20件以上にわたる現地調査を行なった。そして、1.これらの運動が展開するプロセス、2.これらの運動の政策的・学術的背景、3.これらの景観に地域内外から与えられる価値づけの様態、4.これらの運動が地域住民生活に与える影響、5.これらの運動が抱える問題点と矛盾について、地域住民・地域社会の置かれた現状に焦点をあてながら考察を加えた。
上記の事例調査と考察を通じて、本研究は、ともすれば政策的・学術的理念が地域の運動よりも先行し、地域住民・地域社会がそれらに引きずられざるを得ない状況が生じていることを明らかにした。特に、この10年クローズアップされてきた「文化的景観」をめぐるケースにおいてこれは顕著である。したがって、「政策的・学術的理念の再検討」と「現地事例の現状および現状に至る歴史的プロセスの分析」という相互に連関する2つのテーマのいずれか、もしくは両方に焦点をあてながら、研究成果はまとめられている。
この研究成果から敷衍される点として、次のことを指摘できる。すなわち、「景観」は、外部からの観察が可能な単なる可視空間ではなく、それを形成・維持・変容させるプロセスにさまざまなひとびとの営為がかかわる有機体であり、その意味では「文化」とも交換可能な概念である。「景観」を利活用する、あるいは、「景観」を価値づけ序列化することに結びつく政策や学知は、その「景観=文化」にかかわる地域住民・地域社会に対するより一層の配慮と、みずからの影響力に対するきちんとした自己検証が今後求められるはずである。","In this research, we have had more than 20 short-period field surveys covering several patterns of utilization of landscape resources. The surveys have been mainly conducted for registration movement to an Important Cultural Landscape or a World Cultural Heritage, and for conservation movement of agricultural/forestral/fishery/mining landscapes. We have noted the following five points : 1. developping process of the movements, 2. political and scientific background of the movements, 3. evaluation given to the landscape both from inside and outside of the community, 4. influence of the movements on local resident life, 5. problems and inconsistency of the movement.
Through the above-mentioned case study, it has been revealed that the political and the scientific ideas precede local movements, and local communities are forced to follow the ideas whether they hope or not. It is especially remarkable in the case of Important Cultural Landscape. Consequently these research papers are finished with focusing on either or both of two themes which are connected mutually : a) reexamination of political and scientific ideas, b) analysis of historical process and present condition of local examples.
The following things can be pointed out as the result of this research. That is, 'landscape' is not merely a visible space to observe or analyze from outside but an organism to which various people are concerned with the process of forming, maintaining, transfiguring, and in this meaning, it is a concept exchangeable for 'culture'. And therefore, political and academic sector, which are concerned with utilization, evaluation and ranking landscapes, should give much more consideration to local resident and community and self-verification to exercising their own influence.","","","","","","","","","","","","0","0","54","0","11","0","14","0","0","3","0","2","0","0","0"
"非同期型遠隔講義における授業評価・コミュニケーション支援システムの開発研究","Development of a Class Evaluation/Communication Support System for Asynchronous Distance Lectures","17300273","2005 – 2007","赤倉 貴子 東京理科大学, 工学部, 教授 (80212398)","SPINKS Wendy Ann 東京理科大学, 工学部, 教授 (10286198)","","","","","","システム開発 / e-Learning / 非同期型 / 遠隔教育 / コミュニケーション / 授業評価 / ネットワーク / 情報共有","教育工学 / 科学教育・教育工学 / 総合領域 / 総合・新領域系","","基盤研究(B)","東京理科大学","一般","8460000","7800000","660000","2005:3200000 2006:2400000 2007:2860000","2005:3200000 2006:2400000 2007:2200000","2005:0 2006:0 2007:660000","","","","","インターネット上の遠隔講義には、リアルタイムの同期型とVODなどの非同期型がある。リアルタイム双方向型の講義では、学生-教師間のコミュニケーションが保証されるが、遠隔講義の利点である時間的空間的自由度のうち、「時間的」自由度が制限される。これに対して非同期型は、時間的空間的自由度が高いが、教師-学生、学生同士のコミュニケーションが欠落するという問題点がある。そこで、本研究では、非同期型システムの時間的空間的自由度を維持しつつ、コミュニケーションを支援するシステムを開発することを目的とした。3年間の研究期間に、以下のような機能を持つシステムを開発した。
(1)実際には同じ時間帯に学習していない学習者同士が、e-Learning Systemの教材の学習進行に沿って行われた質疑応答を共有でき、仮想的集団学習を実現できる機能。
(2)e-Learningでは、学習内容に疑問が生じたときに、素早い回答が求められていることから、過去の質疑応答から自動的に類似回答を探して提示する機能を持つ掲示板システム。
(3)情報共有を促進するための機能(簡単Trackback、類似記事提示)を有するBlog。
(4)e-Learning Systemで学習中の感情を発信できる機能。
(5)学習したい場面を見つけるための動画像検索機能、部分視聴支援機能。
(6)他学習者の学習進捗状況を知ることのできる機能、学習者同士の相互評価機能。
(7)企業内教育システムにおいて、熟練技能者が若手技能者の技能を客観的に評価できる技能マップ、及びマップに基づく客観テスト機能。
これらのシステムの中・長期的運用結果から、開発したシステムの効果を示した。本研究での知見は「非同期型システムでありながら、双方向性を確立するための方法論」として、今後さらに必要な機能を検討し、システムに実装していく予定である。","There are two formats of Internet-based lectures: real-time synchronous formats and asynchronous formats using VOD etc. In real-time interactive lectures, student-teacher communication is guaranteed, but of the two advantages of distance lectures, namely temporal and spatial degrees of freedom, temporal freedom is restricted. In contrast, asynchronous formats have high temporal and spatial degrees of freedom, but incur the problem of a lack of student-teacher or student-student communication. The aim of this research, therefore, was to develop a system that would support communication while maintaining the dual advantages of temporal and spatial freedom. Over a three-year period, a system with the following functions was developed.
(1) A function that achieves virtual group learning where students not studying at the same time are able to share questions and answers as they work their way through the e-Learning System teaching materials.
(2) A bulletin board system that automatically searches for similar past questions and answers in order to provide speedy response required when doubts arise in an e-Learning setting.
(3) A blog function that encourages information-sharing (simple Trackback, similar note posting)
(4) A function for expressing emotions/feelings during study time on the e-Learning System.
(5) A video search function and partial audio support function to search for specific lecture scenes.
(6) A function that allows students to see the progress of other students and a (student) peer-evaluation function.
(7) A skill map to enable objective evaluation of young technicians' skills by veteran technicians in an in-house training system and a map-based objective test function.
Medium- to long-term testing of the system showed it to be effective. Based on a major finding of the research, namely ""a methodology for establishing interactivity even in an asynchronous system"", further required functions will be identified and installed into the system.","","","","","","","","","","","","0","0","72","0","10","0","66","0","0","2","0","0","0","0","0"
"模擬実験と隕石分析による星間有機物から生命構築分子系への進化シナリオの構築","Formulation of Evolution Scenario from Interstellar Organics to Life-Building Molecular Systems by Simulation Experiments and Analysis of Meteorites","17204050","2005 – 2008","小林 憲正 横浜国立大学, 大学院・工学研究院, 教授 (20183808)","奈良岡 浩 九州大学, 大学院・理学研究院, 教授 (20198386)
三田 肇 福岡大学, 工学部, 教授 (00282301)
橋本 博文 宇宙航空研究開発機構, 宇宙科学研究本部, 准教授 (50272175)
金子 竹男 横浜国立大学, 大学院・工学研究院, 特別研究教員 (50191987)
高野 淑識 海洋研究開発機構, 地球内部変動研究センター, 研究員 (80399815)","Lebedev Physical Institute, Russian Academy of Science, Head of Department","","","","","炭素質コンドライト / 星間有機物 / アミノ酸 / 宇宙線 / 惑星間塵 / 化学進化 / 生命の起源 / アストロバイオロジー / 隕石 / 紫外線 / 生命の起原 / 光学活性 / 隕石有機物","地球宇宙化学 / 地球惑星科学 / 数物系科学 / 理工系","","基盤研究(A)","横浜国立大学","一般","36140000","27800000","8340000","2005:14690000 2006:8970000 2007:6630000 2008:5850000","2005:11300000 2006:6900000 2007:5100000 2008:4500000","2005:3390000 2006:2070000 2007:1530000 2008:1350000","","","","","模擬星間物質に重粒子線などを照射して合成した「模擬星間有機物」と、炭素質コンドライト中の有機物を分析し、両者と生命起源の関連について考察した。模擬星間環境実験では分子量数千の複雑態アミノ酸前駆体が生成する。これが星間や隕石母天体中での放射線・紫外線・熱などでの変性により隕石有機物となったことが示唆された。原始地球へは宇宙塵の形で有機物が供給された可能性が高く、その分析が必要である。宇宙ステーション上で宇宙塵を捕集する条件を検討中である。","","","","","","","","","","","","","0","0","52","0","15","0","92","0","0","9","0","4","0","0","0"
"誘導加温法による治験用癌治療器システムの開発","Development of Cancer Treatment System by Induction heating","17200034","2005 – 2007","長野 勇 金沢大学, 副学長 (50019775)","八木谷 聡 金沢大学, 自然科学研究科, 准教授 (30251937)
松井 修 金沢大学, 医学系研究科, 教授 (10019961)
川上 和之 金沢大学, がん研究所, 准教授 (00293358)
片山 寛次 福井大学, 医学部, 教授 (30204431)
和田 重人 富山大学, 附属病院, 講師 (50303219)
田澤 賢次 富山医科薬科大学, 医学部, 名誉教授 (80018887)
笠原 寿郎 金沢大学, 医学部附属病院, 講師 (30272967)","","","","","","癌治療 / 誘導加温 / ナノバイオ / 高周波電源 / 医用機器 / 深部加温 / 塞栓療法 / TAE / 癌 / 磁気分離 / 動物実験 / DM / ガン治療 / VX-2","医用システム / 人間医工学 / 総合領域 / 総合・新領域系","","基盤研究(A)","金沢大学","一般","43810000","33700000","10110000","2005:16120000 2006:14950000 2007:12740000","2005:12400000 2006:11500000 2007:9800000","2005:3720000 2006:3450000 2007:2940000","","","","","誘導加温方式による癌治療法の必須要素は電磁誘導加熱装置、人体に投与可能な磁性流体およびその磁性流体を癌の部位に適切に投与し、癌細胞を殺滅する処置方法(術式)の3要素である。これらの要素について下記の研究を行った。
1.電磁誘導加熱装置の開発
1-1深部加温用アプリケータの開発
渦電流は人体適用では重要な問題である。火傷の可能性があるからである。そこで、3次元人体モデルを用いて渦電流のシミュレーションを行った。その結果、深部加温に好適な周波数とアプリケータの形状が判明した。
1-2高効率装置の開発
リッツ線を用い、アプリケーターコイルの銅損を低減した。また、フェライトを用い磁力線の効率照射を図った。更に、共振周波数の自動追随技術を開発した。これらにより従来の装置に比し電力効率を2倍にできた。
2.高効率磁性流体の開発
市販のMRI造影剤リゾビストの有効成分である磁性流体は遠心分離、限外濾過、磁気分離等の方法で分画できる。それら分画を試み、発熱効率の良い画分(HEMF)を得た。特に、磁気分離法は効率的であった。その発熱効率は元の磁性流体の5.7倍であった。電子顕微鏡下で観察したところ、元の磁性流体の粒子径が約6nmであるのに対し、HEMFのそれは20nm以上ものが多かった。それら粒子は5〜6nmの粒子の集合体であった。
3.術式の開発
上術の如く従来の10倍高効率の治療システムを得た。この装置を2台作り、金沢大学医学部、福井大学、富山大学、大阪成人病センター、開業動物病院等に貸与し、肺癌、乳癌、肝癌など様々な実験腫瘍に適用して術式の開発を図った。この治療装置を用いた誘導加温癌治療法は、上記実験腫瘍に有効であることが証明できた。我々の治療システムは有用で期待できるシステムと考えられる。","Essential elements of this project are as follows:
1) Induction heating device
2) Magnetic fluid t o be applicable for cancer patient
3) Protocol for cancer treatment using magnetic fluid
We have researched about above mentioned elements.
1. Development of induction heating device
1-1 Development of applicator for deep seated cancer
Eddy current is a severe problem in case of human body. Because it might cause the burn. Therefore we have simulated it using the three dimension human body model.
We have been able to realize the appropriate frequency and the suitable applicator type for deep seated cancer.
1.2 Development of high performance device
We have improved the copper loss of applicator coil using ""litz wire"" and have improved the effectiveness of the electromagnetic wave using a ferrite. And we developed a new technology for resonance control system The power efficiency of the device increased to be as much as 2 times.
2. Development of highly effective magnetic fluid
Magnetic fluid, active ingredient of AIRI contrast agent ""Resovist"" is able to separate into seine fractions by various methods such as centrifugal separation, ultra-filtration, magnetic separation etc,. We have tried such separation and obtained highly effective magnetic fluid fraction(HEMF). Especially magnetic separation is effective to obtain IMF. Heat generation efficacy of the HEMF is 5.7 times in comparison with original magnetic fluid. In order to clarify the difference between the HEMF and original magnetic fluid, we have observed the shape of the ingredients nano-particles, under electron microscope. The particle size of original magnetic fluid is about 6nm. On the other hand the partide size of the ingredient of HEMF is more than 20 am that comprises with duster of small par-tides in diameter of 5〜6nm.
3. Development of protocol
As mentioned above, we have obtained high efficient device. The effectiveness increased more than 10 times in comparison of former device. We made two devices and loaned to Faculty of Medicine Kanazawa University Fukui University Toyama University, the Osaka geriatric diseases center and the practicing animal hospital, etc. These devises were applied to various experimental cancer to develop useful protocols.
We demonstrated induction heating hyperthermia using the device was effective for experimental lung cancer, breast cancer, lever cancer etc with favorable feasibility In summary we consider that this treatment system is a very beneficial and promising to cancer.","","","","","","","","","","","","0","0","31","0","11","0","34","0","0","2","0","0","0","0","0"
"強磁場中伝導電子スピンコヒーレンスの光学的研究","Magneto-optical study for the spin coherence in low dimensional electron systems at high magnetic fields","17072006","2005 – 2009","高増 正 独立行政法人物質・材料研究機構, 量子ドットセンター・ナノ物性グループ, 主幹研究員 (60212015)","今中 康貴 独立行政法人物質・材料研究機構, 量子ドットセンター, 主任研究員 (70354371)
寺嶋 太一 独立行政法人物質・材料研究機構, ナノスケール物質萌芽ラボ, 主幹研究員 (40343834)
木戸 義勇 独立行政法人物質・材料研究機構, 強磁場ステーション, ステーション長 (10013541)
嶽山 正二郎 東京大学, 物性研究所, 教授 (20163446)
小嶋 映二 東京大学, 物性研究所, 助教 (10376650)
滝田 宏樹 筑波大学, 物質工学系, 教授 (00011213)
黒田 眞司 筑波大学, 数理物質科学研究科, 教授 (40221949)
横井 裕之 熊本大学, 工学部, 准教授 (50358305)
宇治 進也 独立行政法人物質・材料研究機構, ナノシステム機能センター, グループリーダー (80344430)","宇治 進也 独立行政法人物質・材料研究機構, ナノ量子輸送グループ, グループリーダー (80344430)","","","","","強磁場 / スピン科学 / 磁気光学 / 半導体 / 低次元 / 磁性半導体 / ナノチューブ / 有機伝導体 / スピン物性 / 量子ホール効果 / 磁性不純物 / カーボンナノチューブ / テラヘルツ分光 / MBE","","理工系","特定領域研究","独立行政法人物質・材料研究機構","","97300000","97300000","","2005:18000000 2006:24200000 2007:22500000 2008:20700000 2009:11900000","2005:18000000 2006:24200000 2007:22500000 2008:20700000 2009:11900000","2005:0 2006:0 2007:0 2008:0 2009:0","","","","","半導体を始めとする伝導電子の持つスピン物性を明らかにするため、主に強磁場下での光学的手法を中心とした電子物性研究を行った。その結果、GaAs/AlGaAsへテロ構造中の2次元伝導電子系の持つスピン配向状態の磁場中でのコヒーレンス状態、外部電場、光による操作性に関する多くの知見を得た。また、強磁場下での光学測定をツールとして、ZnCrTeやCdMnTe等の興味深いスピン物性を有する半導体やカーボンナノチューブ、有機伝導体のスピン、電子基礎物性を明らかにした。","We have studied spin properties of conduction electron in low dimensional electron systems by means of optical and other methods under very high magnetic fields. Several key aspects for realizing the manipulation and detection of the spin coherence state were obtained in GaAs/AlGaAs two dimensional electron systems. Significant spin-related phenomena and electronic properties are also observed in ZnCrTe, CdMnTe, carbon-nanotube and λ-(BETS)_2FeCl_4 under high magnetic fields.","","","","","","","","","","","","0","0","128","0","77","0","155","0","0","5","0","4","0","0","0"
"生物情報ネットワークの構造および動的挙動の数理解析","Analysis of Structure and Dynamics of Biological Information Networks","17017019","2005 – 2009","阿久津 達也 京都大学, 化学研究所, 教授 (90261859)","五斗 進 京都大学, 化学研究所, 准教授 (40263149)
望月 敦史 理化学研究所, 望月理論生物学研究室, 主任研究員 (10304726)
時田 恵一郎 大阪大学, サーバーメディアセンター, 准教授 (00263195)","","","","","","遺伝子ネットワーク / 代謝ネットワーク / タンパク質相互作用 / スケールフリーネットワーク / タンパク質ドメイン / 遺伝子発現 / 大規模進化動力学モデル / 生物情報ネットワーク / スケールフリー / 進化動力学モデル / 緑膿菌 / ブーリアンネットワーク / 形態形成 / 神経細胞 / 遺伝子発現データ / オペロン / ネットワーク定常状態 / 概日リズム / バイオインフォマティクス / システム生物学 / べき乗則 / 遺伝子間相互作用","","生物系","特定領域研究","京都大学","","82200000","82200000","","2005:17000000 2006:15200000 2007:15200000 2008:18500000 2009:16300000","2005:17000000 2006:15200000 2007:15200000 2008:18500000 2009:16300000","2005:0 2006:0 2007:0 2008:0 2009:0","","","","","本研究では遺伝子ネットワーク、代謝ネットワーク、タンパク質相互作用ネットワークなどを対象に数理的観点から研究を行い、タンパク質進化のドメインに基づく数理モデルの構築およびドメイン組合せに基づくデータベース解析、ネットワーク構造と力学挙動の関係の一般的理論構築、大規模進化動力学モデルに対する統計力学的解析などの成果を得るとともに、ネットワーク解析のための各種ツールを開発・公開した。","We studied genetic, metabolic, and protein-protein interaction networks mainly from a viewpoint of mathematical models. To analyze evolution of proteins and their interactions, we developed a domain-based mathematical model and performed domain combination-based database analysis. To analyze dynamics of networks, we developed a general theory on relations between network structure and its dynamics, and a statistical mechanical theory on large-scale evolutionary dynamical systems. We also developed several computational tools for analyzing network and related data.","","","","","","","","","","","","0","0","55","0","32","0","44","0","0","3","0","5","0","0","0"
"異種端末混在環境における適応的マルチメディアストリーミング配信技術","","05F05807","2005 – 2007","","","","","","CHARFI Youssef 大阪大学, 情報科学研究科, 外国人特別研究員","村田 正幸 大阪大学, 情報科学研究科, 教授","カメラセンサネットワーク / 情報源符号化 / 通信路符号化 / マルチパス経路制御 / 最適化","計算機システム・ネットワーク / 情報学 / 総合領域","","特別研究員奨励費","大阪大学","外国","2400000","2400000","","2006:1200000 2007:1200000","2006:1200000 2007:1200000","2006:0 2007:0","","","","","本研究においては,無線センサネットワークにおける適応的な動画像通信技術に関する研究開発を行っている.通信帯域が不十分な無線センサネットワークにおいて,画像データを効率的に転送するためには,通信状態やアプリケーションの要求する品質に応じて情報源符号化と通信路符号化を適切に組み合わせ,動画像品質を保ちつつ輻輳を回避することが必要不可欠である.また,センサ端末は低コスト,低消費電力のため,処理能力が低く,メモリ容量も限られるため,高速な画像処理を行うためには複数のセンサ端末の連携が必要となる.
本研究では,温度,湿度などをセンシングするセンサ端末,および,画像情報を取得し,無線通信により他のセンサ端末と送受信可能なカメラセンサ端末を含む無線カメラセンサネットワークを対象に,高品質かつ省電力な画像通信を行うための制御技術を研究開発した.具体的には,あるカメラセンサ端末において取得された画像信号を基地局など受信端へ複数経路を用いて伝送する際に,必要な画像品質を保ちつつ,符号・復号化処理および送受信にかかる電力消費を低減することのできる,情報源・通信路結合符号化技術およびマルチパス経路制御技術である.本年度は,経路ごとの通信容量制約の中で,再生画像品質を最大化する経路選択および冗長度決定のアルゴリズムを提案し,その有効性をシミュレーションにより示した.","","","","","","","","","","","","","0","0","6","0","3","0","1","0","0","0","0","1","0","0","0"
"パルス中性子源を活用した量子機能発現機構に関する融合研究","Advanced pulsed-neutron research on quantum functions in nano-scale materials","16GS0417","2004 – 2008","池田 進 大学共同利用機関法人高エネルギー加速器研究機構, 物質構造科学研究所, 教授 (80132679)","伊藤 晋一 大学共同利用機関法人高エネルギー加速器研究機構, 物質構造科学研究所, 准教授 (00221771)
鳥飼 直也 大学共同利用機関法人高エネルギー加速器研究機構, 物質構造科学研究所, 准教授 (70300671)
神山 崇 大学共同利用機関法人高エネルギー加速器研究機構, 物質構造科学研究所, 教授 (60194982)
大友 季哉 大学共同利用機関法人高エネルギー加速器研究機構, 物質構造科学研究所, 教授 (90270397)
古坂 道弘 北海道大学, 大学院・工学研究科, 教授 (60156966)
斎藤 努 大学共同利用機関法人人間文化研究機構, 国立歴史民俗博物館・研究部 情報資料研究系, 准教授 (50205663)
福永 俊晴 京都大学, 原子炉実験所, 教授 (60142072)
吉沢 英樹 東京大学, 物性研究所, 教授 (00174912)
那須 奎一郎 大学共同利用機関法人高エネルギー加速器研究機構, 物質構造科学研究所, 教授 (90114595)
秋葉 悦男 産業総合技術研究所, エネルギー技術研究部門, 総括研究員 (90356345)
山田 和芳 東北大学, 金属材料研究所, 教授 (70133923)","古坂 道弘 北海道大学, 大学院・工学研究科, 教授 (60156966)
福永 俊晴 京都大学, 原子炉実験所, 教授 (60142072)
吉沢 英樹 東京大学, 物性研究所, 教授 (00174912)
斎藤 努 国立歴史民俗博物館, 教授 (50205663)
秋葉 悦男 独立行政法人産業技術総合研究所, エネルギー技術研究部門, 総括研究員 (90356345)
那須 奎一郎 大学共同利用機関法人高エネルギー加速器研究機構, 物質構造科学研究所, 教授 (90114595)
山田 和芳 東北大学, 原子分子材料科学高等研究機構, 教授 (70133923)
新井 正敏 独立行政法人日本原子力研究開発機構, J-PARCセンター, 研究主席 (30175955)","金谷 利治 京都大
鬼柳 善明 北海道大
杉山 正明 京都大
森 一広 京都大
横尾 哲也 KEK
清水 裕彦 KEK
三沢 正勝 KEK
山田 悟史 KEK
高原 淳 九州大
桜井 健次 物質材料研究機構
辻井 敬亘 京都大
日野 正裕 京都大
筑紫 格 千葉工業大
石垣 徹 茨城大
高橋 美和子 筑波大
八島 正知 東京工業大
菅野 了次 東京工業大
ステファヌス ハルヨ JAEA
米村 雅雄 茨城大
中村 優美子 産業技術総合研究所
鬼柳 亮二 東北大
佐藤 卓 東京大
伊藤 恵司 京都大
川北 至信 九州大
丸山 健二 新潟大
山室 修 東京大
加美 山隆 北海道大
山口 敏男 福岡大
吉田 亨次 福岡大
亀田 恭男 山形大
澤 博 名古屋大
古川 はづき お茶の水女子大
李 哲虎 産業技術総合研究所
川合 將義 KEK
上野 健治 KEK
川端 節爾 KEK
猪野 隆 KEK
武藤 豪 KEK
高橋 浩之 東京大
曽山 和彦 JAEA
小林 謙一 中央大
河西 学 山梨文化財研究所
小林 正史 北陸学院短期大","","","","パルス中性子 / 中性子散乱 / 物性物理 / ナノ物質・材料 / 計測技術 / 国際協力 / ナノ物質材料 / 基礎特性 / ナノ物質 材料 / 偏極中性子 / 中性子錯乱 / 基礎物性","","","学術創成研究費","大学共同利用機関法人高エネルギー加速器研究機構","","609180000","468600000","140580000","2004:123760000 2005:117260000 2006:122720000 2007:119080000 2008:126360000","2004:95200000 2005:90200000 2006:94400000 2007:91600000 2008:97200000","2004:28560000 2005:27060000 2006:28320000 2007:27480000 2008:29160000","","","","","本計画では、大強度パルス中性子源の建設が世界的に進む中で、我が国が将来先導することが期待される表面・界面の精密構造研究、グリーンマテリアルの機能発現機構研究、非一様系の構造とダイナミクス研究、水素結合を基調とする生体分子ネットワーク研究、強相関物質の物性発現機構の研究を深化させ、新しい研究方向を確立させた。また、医学や考古学のような全く新しい分野での中性子利用の可能性を示すことに成功した。これに加えて、世界のパルス中性子施設と協力してパルス中性子科学技術の革新を行い、多くの基盤技術や解析手法を実現させ、これらを用いた新しい中性子実験装置の提案に至った。","","","","","","","","","","","","","0","0","452","0","179","0","280","0","0","1","0","4","3","0","0"
"柔軟・軽量・安全を特徴としたワイヤ駆動方式劣駆動フレキシブルマニピュレータの研究","","16760212","2004 – 2005","木野 仁 福岡工業大学, 工学部, 助教授 (50293816)","","","","","","","ロボット / マニピュレータ / 柔軟 / 軽量 / 安全 / フレキシブル / ワイヤ駆動","知能機械学・機械システム / 機械工学 / 工学 / 理工系","","若手研究(B)","福岡工業大学","","2700000","2700000","","2004:1600000 2005:1100000","2004:1600000 2005:1100000","2004:0 2005:0","","","","","平成17年度の研究内容としては,(1)柔軟チューブの伸縮を利用した食事支援ロボットの口内への食べ物の搬送動作の解析,(2)NASTRANを用いたワイヤ駆動方式劣駆動フレキシブルマニピュレータの変形形状解析,(3)ワイヤ駆動方式における内力誤差による位置決め誤差の解析,(4)ワイヤ駆動システムのワイヤ配置に誤差を生じる場合のロバスト位置決めを行った.
(1)柔軟チューブの伸縮を利用した食事支援ロボットの口内への食べ物の搬送動作の解析では,ワイヤの内力を積極的に利用することで,従来の食事支援ロボットでは,不可能であった口内への食べ物の搬送が安全に行えることを確認し,作業者が半自動で食事が行えるように,画像処理を組み合わせ,操作者の負担が少ないシステムを構築した.
(2)NASTRANを用いたワイヤ駆動方式劣駆動フレキシブルマニピュレータの変形形状解析では,柔軟物体をマスバネダンパでモデル化し,さらにワイヤのモデルを追加し,ワイヤ張力に対する柔軟物の変形をシミュレーションした.
(3)ワイヤ駆動方式における内力誤差による位置決め誤差の解析では,ワイヤの内力に誤差を生じている場合の位置決め精度を,シミュレーションと実験により解析を行った.本解析は初期段階として,柔軟物を含まないシステムを対象としたが,この結果は柔軟物を対象した場合に拡張可能であると考える.
(4)ワイヤ駆動システムのワイヤ配置に誤差を生じる場合のロバスト位置決めでは,適そう制御を用い,ビジュアルサーボを実現し,シミュレーションおよび実験により有効性を確かめた.本手法は初期段階として,柔軟物を含まないシステムを対象としたが,この結果は柔軟物を対象した場合に拡張可能であると考える.","","","","","","","","","","","","","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0"
"反応・拡散・移流系に現れる空間パターンと分岐現象","","16740104","2004 – 2006","大崎 浩一 宇部工業高等専門学校, 経営情報学科, 助教授 (40353320)","","","","","","","非線形微分方程式 / 反応・拡散方程式 / パターン形成 / 反応・拡散系","大域解析学 / 数学 / 数物系科学 / 理工系","","若手研究(B)","宇部工業高等専門学校","","3100000","3100000","","2004:1500000 2005:900000 2006:700000","2004:1500000 2005:900000 2006:700000","2004:0 2005:0 2006:0","","","","","本研究は反応・拡散・移流系の解が呈するパターンに関する研究である.反応・拡散・移流系のうちでも特に,1977年Deneubourgによって提案された社会性昆虫の巣の建設過程に関するモデル方程式系に着目した.このモデルは3因子系であるが,定常問題を考えると2因子系に帰着され,1993年,三村教授・辻川教授によって提案された三村・辻川系でよく近似されるため,本研究課題を遂行するにあたってはこちらの系を扱った.
これまで三村・辻川系については,三村・辻川両教授と八木教授及び研究代表者の共同研究によって,2乗ルベーグ可積分な無限次元の関数空間をベースに解及び指数アトラクターが構成されているが,本研究ではその発展として,無限次元力学系の視点からパターン解の自由度を考察する目的で指数アトラクターの次元の評価を行った.この研究は,大阪大学・中口悦史氏及びドイツ・ミュンヘン工科大学・M.Efendiev氏との共同研究であり,中口氏と研究ディスカッションを行うため旅費を使用した.既に成果はまとめられており,論文投稿準備中である.
一方,三村・辻川系の解が呈する六角形パターンの解析については,前年度までの分岐理論を用いた解析と数値計算結果との間に関連性があることが分かったため,その成果を盛岡応用数学小研究集会(世話人飯田雅人氏)において発表した.この際旅費を使用した.この研究については,福岡工業大学・久藤衡介氏,千葉大学・櫻井建成氏,宮崎大学・辻川亨氏との共同研究であり,福岡において研究ディスカッションを行うため旅費を使用した.
その他,前年度より引き続き行っている反応・拡散系におけるスパイラルパターンの大域制御項導入による安定化について,櫻井氏と共同で,系の近似常微分系を構成し,それを解析することで,一定の成果を得たため,非線形科学関連の学術雑誌にその成果を発表した.","","","","","","","","","","","","","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
